date,Strategy1,Benchmark
2021-06-30,0.9559525468992305,1.0
2021-07-01,0.9458089323274467,1.0189012137944555
2021-07-02,0.9066517806696891,0.9689029216907283
2021-07-05,0.9020616122226035,0.9659593995927782
2021-07-06,0.907835809177805,0.9753736208737598
2021-07-07,0.9063008889442011,0.9734830539561562
2021-07-08,0.9045108911549399,0.9347553921255587
2021-07-09,0.9010377736587236,0.9279891526309771
2021-07-12,0.9155769878808081,0.9391870116716147
2021-07-13,0.909164077924514,0.94742055683359
2021-07-14,0.8938195444003715,0.9291891354035016
2021-07-15,0.907354520152862,0.9605015571558626
2021-07-16,0.9134519966731339,0.9619688628232566
2021-07-19,0.9122907668326053,0.9594114737956733
2021-07-20,0.9049615963768458,0.9452106875693369
2021-07-21,0.9129539756705619,0.9453012803281537
2021-07-22,0.9248269551793189,0.9563714184301314
2021-07-23,0.9290065348677528,0.9552739094339735
2021-07-26,0.9005740595226142,0.915655171287145
2021-07-27,0.8779321627548388,0.8884372452078658
2021-07-28,0.8765211922784651,0.9044469163561513
2021-07-29,0.8822861338796878,0.9125245231627863
2021-07-30,0.8657574789395088,0.8884298195718973
2021-08-02,0.8918013397444754,0.9127591732593938
2021-08-03,0.8940789723067144,0.9120210650441157
2021-08-04,0.8913552824126315,0.9035959384741508
2021-08-05,0.8764577828199833,0.8952896220796831
2021-08-06,0.884542633383675,0.9087344785644167
2021-08-09,0.9014565791149632,0.9332168003528662
2021-08-10,0.911094212745438,0.9511318896906926
2021-08-11,0.9084832530628176,0.9589867274182697
2021-08-12,0.9099893480106407,0.9567144828118805
2021-08-13,0.9237669278470665,0.9678083829489579
2021-08-16,0.9203051533013379,0.9626802387490478
2021-08-17,0.9163813922855758,0.9454676145738503
2021-08-18,0.9678032621398048,1.0078548377275773
2021-08-19,0.944400296945717,0.9799938515734181
2021-08-20,0.9443518605932276,0.972998902491004
2021-08-23,0.9517920945812838,0.9864764317739994
2021-08-24,0.9793467964477652,0.9999064369867958
2021-08-25,0.9707509975350384,0.9871729564278533
2021-08-26,0.9574078579564674,0.9593520687079246
2021-08-27,0.9632870797701423,0.9708959623846984
2021-08-30,0.9479986241094579,0.941517176238559
2021-08-31,0.974492924939857,0.9659103903953855
2021-09-01,1.0185628230925683,1.005355368660549
2021-09-02,1.0278135191966447,1.0183324100792612
2021-09-03,1.0140772171469568,1.0167388686004015
2021-09-06,1.0180130773846467,1.0096369903600395
2021-09-07,1.0343314326499953,1.0345247518723741
2021-09-08,1.0251391139833848,1.0260951699208278
2021-09-09,1.018744712713946,1.0198813977423098
2021-09-10,1.0430678143388852,1.052790331227918
2021-09-13,1.039850973424726,1.0491785018927948
2021-09-14,1.0111007066965105,1.0165398615564432
2021-09-15,1.001056537084792,1.0044301344188624
2021-09-16,0.9751157803626782,0.9853700120146791
2021-09-17,0.9916121572145995,0.9986470491265225
2021-09-22,0.9765404239283424,0.9717677320474112
2021-09-23,0.989924475939335,0.9713325897796516
2021-09-24,0.984761605936146,0.9683044154316597
2021-09-27,0.9740786424601852,0.9671623526196902
2021-09-28,0.9856475437047771,0.9868863268794656
2021-09-29,0.9824161835444776,0.9980455726130665
2021-09-30,0.9680329931255295,0.9795171257442343
2021-10-08,0.9842582118952834,0.9919030865398467
2021-10-11,0.9895186391269135,1.0170299535303702
2021-10-12,0.9654130526787204,1.0074850410563412
2021-10-13,0.9605977543138768,1.0047182490944437
2021-10-14,0.9595299830555629,0.9968634113668666
2021-10-15,0.9693220914637,1.0116196351636537
2021-10-18,0.9643215435045055,0.9934446485669266
2021-10-19,0.9704099268657433,1.0073543498632942
2021-10-20,0.9670232408692733,1.000580684732744
2021-10-21,0.9771372236277882,1.0198888233782784
2021-10-22,0.9884002077320837,1.0307673800722663
2021-10-25,0.9953672634911399,1.037120754206994
2021-10-26,0.986194198602714,1.040940501349238
2021-10-27,0.9651422457587857,1.0231367965509408
2021-10-28,0.9664234698964075,1.0203878261153678
2021-10-29,1.0154693698151287,1.032308942099346
2021-11-01,1.0190605362421783,1.0355539450176212
2021-11-02,0.9960962272767397,1.0057548678756592
2021-11-03,0.9891315955333757,0.9968871734019661
2021-11-04,0.9907844980357368,0.9981911150780509
2021-11-05,0.9875131231878638,0.9947055215543936
2021-11-08,0.9887681839850448,0.9927347577683292
2021-11-09,0.9906818974673312,0.9912852736272599
2021-11-10,0.9726405759489312,0.9781998179234062
2021-11-11,1.0053606940368778,1.015944325551762
2021-11-12,0.9917517974063779,1.005123688818329
2021-11-15,0.991487345967048,1.010260743781401
2021-11-16,0.9559360248023676,0.9886224405689226
2021-11-17,0.9529966965283294,0.9806280008851358
2021-11-18,0.9516414104429537,0.9756929232204092
2021-11-19,0.9629000812686801,0.9903347922232799
2021-11-22,0.9589836390866411,0.9820626337542679
2021-11-23,0.9571357454597018,0.9817552124251682
2021-11-24,0.9565319228144791,0.9813616537188328
2021-11-25,0.9519722570146822,0.9759543056065039
2021-11-26,0.9398005168571443,0.9568926980751267
2021-11-29,0.934924765114663,0.9517289108225675
2021-11-30,0.9322233827562165,0.9471294719036212
2021-12-01,0.9476567978493584,0.9596372131291184
2021-12-02,0.9574328517767232,0.9733553330174963
2021-12-03,0.9698789230880381,0.9830116300310541
2021-12-06,1.0040417032885982,1.0053627942965175
2021-12-07,1.0107197983315304,1.0088231406578818
2021-12-08,1.021160010583652,1.0159101676263065
2021-12-09,1.0380390820599186,1.0349866264296206
2021-12-10,1.0280526516538768,1.0336856550079232
2021-12-13,1.028250707960808,1.0231501626956843
2021-12-14,1.0114411619763808,1.0023197686765883
2021-12-15,1.0127755380787589,1.0014806718121374
2021-12-16,1.020752979066167,1.0073647457536503
2021-12-17,1.0084550833737478,0.9970846953187306
2021-12-20,0.9967831854887426,0.990588748973406
2021-12-21,1.0027319922537128,0.9928981217596382
2021-12-22,0.9929091879977532,0.9819393681971893
2021-12-23,0.9954733845527679,0.9852779341286685
2021-12-24,0.9868552503059898,0.9774914122520024
2021-12-27,0.9923158450680307,0.974892439662995
2021-12-28,0.9953928939694661,0.9793760386608311
2021-12-29,0.9792929914591968,0.9515388145417716
2021-12-30,0.9977118199768309,0.9692801439979328
2021-12-31,1.0259890609996745,0.9724850484819773
2022-01-04,1.023213611548158,0.9683059005588535
2022-01-05,1.0191819669386324,0.9705306210950437
2022-01-06,0.9995398342927438,0.9521328654192589
2022-01-07,1.0144835842165172,0.9675900692514812
2022-01-10,1.0185397368826927,0.9713489261787827
2022-01-11,1.0271979258018136,0.9809725503940785
2022-01-12,1.030827445948372,0.9826344077238496
2022-01-13,1.0308996457788506,0.9798304875821091
2022-01-14,0.9899803890983461,0.945268607529892
2022-01-17,1.0089561812435122,0.9609426399323971
2022-01-18,1.0136765183927314,0.9668133477291663
2022-01-19,0.47151122960870545,0.6321711222957691
2022-01-20,0.48735462191701456,0.6534128965475249
2022-01-21,0.49162368672553186,0.659136576752116
2022-01-24,0.4919083648925762,0.6595182544409016
2022-01-25,0.4828950331990356,0.6474337744656141
2022-01-26,0.4838443296548995,0.6487065284706309
2022-01-27,1.0277447492142424,0.9875546341166389
2022-01-28,1.0231198910094963,0.974080075088031
2022-02-07,1.0587993973081615,1.0109245956369932
2022-02-08,1.0642480205412292,1.0167759967802443
2022-02-09,1.0620366754759294,1.0147814709590803
2022-02-10,1.063343937805307,1.0162101633194376
2022-02-11,1.0814469487219966,1.0346613835741962
2022-02-14,1.0465222678007402,1.0022232354089966
2022-02-15,1.0347350642656608,0.9881991793187128
2022-02-16,1.0394081960134876,0.9968886585291596
2022-02-17,1.0379075703028033,0.9985950696747423
2022-02-18,1.0510628611288921,1.0108978633475065
2022-02-21,1.0455014583301154,1.0053821009500359
2022-02-22,1.0292991928944264,0.9915793288116161
2022-02-23,1.03057549884842,0.989733315709824
2022-02-24,1.0050245770884987,0.9682479805982984
2022-02-25,0.9998674615803251,0.9635965622275721
2022-02-28,1.2051902052878383,0.9636114134995093
2022-03-01,1.2101525893602956,0.9697746913534411
2022-03-02,1.193254266523506,0.955593211780623
2022-03-03,1.20016903870368,0.9608817497174547
2022-03-04,1.1756699498583847,0.9411280729138047
2022-03-07,1.125942440218047,0.9024405095174377
2022-03-08,1.0935843444355633,0.8771027544654063
2022-03-09,1.0730486954708407,0.858427280004396
2022-03-10,1.072157625657434,0.8609549664881049
2022-03-11,1.078330010114489,0.8611717950583879
2022-03-14,1.0465405752146348,0.8265386289008723
2022-03-15,0.9933431004935405,0.779316039522205
2022-03-16,1.0606621155958713,0.8363954180855819
2022-03-17,1.072656973049173,0.8593866721715382
2022-03-18,1.1112005090620833,0.8908327553713338
2022-03-21,1.0781882674126666,0.8644762030644115
2022-03-22,1.085437301323179,0.8742008159288803
2022-03-23,1.0869746240496498,0.8769854294171026
2022-03-24,1.0815785012544818,0.8748468462581478
2022-03-25,1.0661505762701864,0.8629554328180439
2022-03-28,1.0681708428172834,0.8625767253836456
2022-03-29,1.0606569968445914,0.8590955872415693
2022-03-30,1.0986854916670703,0.8862184651804503
2022-03-31,1.0975224209946122,0.8910629500863603
2022-04-01,1.107500104674728,0.897991068445057
2022-04-06,1.1098687611375004,0.9016801243942537
2022-04-07,1.0904809878633568,0.8887119937387038
2022-04-08,1.1067858544757216,0.8984440322391412
2022-04-11,1.07545400007497,0.8735295384373195
2022-04-12,1.0953808616561205,0.879900734098372
2022-04-13,1.0821014353987821,0.8748765488020223
2022-04-14,1.0914246049569964,0.8788255020101199
2022-04-15,1.0970814934750293,0.8911609684811456
2022-04-18,1.0487946729342945,0.8390552808895317
2022-04-19,1.0358640913412223,0.8216570158151196
2022-04-20,1.017087244659158,0.8045498356706761
2022-04-21,1.016162051498577,0.8058493219651798
2022-04-22,1.0274942524677018,0.8219332494731512
2022-04-25,0.9752745181874207,0.7660523685551051
2022-04-26,0.9410430613791654,0.7479739152259695
2022-04-27,0.9544491485875852,0.7500605189331441
2022-04-28,0.9659808079736913,0.7695899415305425
2022-04-29,0.9189233895866273,0.7865530643371952
2022-05-05,0.9041959319044275,0.773644338769394
2022-05-06,0.876032355323954,0.7482635150287447
2022-05-09,0.8645908135895324,0.7289568615104041
2022-05-10,0.8772934919631137,0.7394062164454075
2022-05-11,0.8828115922760502,0.7440309025266469
2022-05-12,0.8776774060756131,0.7358330004173208
2022-05-13,0.8878584394752135,0.7455323661194964
2022-05-16,0.8787612983263571,0.7391106761338575
2022-05-17,0.8980043498420514,0.7643994219884962
2022-05-18,0.9041550260487895,0.7659588055419007
2022-05-19,0.8961112656134288,0.7578574367001663
2022-05-20,0.9211471177149249,0.7877842347807879
2022-05-23,0.9164941530066766,0.7810996772818609
2022-05-24,0.8971835288394424,0.7670845319547392
2022-05-25,0.8988002936255275,0.766548401037807
2022-05-26,0.9071038869696788,0.7664830554412834
2022-05-27,0.9111117629221792,0.7751190700727564
2022-05-30,0.9070690413721305,0.7729270223348279
2022-05-31,0.9208023417836313,0.7849164541697173
2022-06-01,0.9147016559737307,0.7823694610324902
2022-06-02,0.9122248249757134,0.7735656270281269
2022-06-06,0.9220302934715576,0.7781635808198795
2022-06-07,0.929510669834329,0.7851214017224506
2022-06-08,0.9391171895104942,0.7909475557034082
2022-06-09,0.9394967695626936,0.7987756611414984
2022-06-10,0.9574076179154664,0.8045379546531264
2022-06-13,0.9300191645244218,0.7774626007844442
2022-06-14,0.962715033355876,0.7978741889349114
2022-06-15,0.9962858772399799,0.8244015308691113
2022-06-16,0.9574168509614256,0.8029265916479418
2022-06-17,0.9567241677876113,0.8015276018314589
2022-06-20,0.9523892051866372,0.798203887171917
2022-06-21,0.9661893014405794,0.81032252507266
2022-06-22,0.9512920647414905,0.7938108809328975
2022-06-23,0.9907545287326409,0.8186615142653895
2022-06-24,0.9863871165128894,0.8174437099665401
2022-06-27,0.9987627082379971,0.8332053648734746
2022-06-28,0.9972548798563319,0.8328786368908566
2022-06-29,0.98403211924457,0.8246332107113314
2022-06-30,1.0950821271620272,0.843307200045148
2022-07-01,1.077793703931406,0.8283475138228215
2022-07-04,1.07989330515937,0.8255658705889866
2022-07-05,1.0684165268515362,0.8207124749199146
2022-07-06,1.052269449461888,0.8023072936081611
2022-07-07,1.050799956983267,0.8012469127918461
2022-07-08,1.0424312132970988,0.7988959564441898
2022-07-11,1.0217422194754582,0.7875377036666307
2022-07-12,1.0217468997386445,0.7860406954553623
2022-07-13,1.0138601080015381,0.7682340204026774
2022-07-14,0.9979431984559676,0.7473412510414454
2022-07-15,0.979615055706714,0.7398057156605178
2022-07-18,0.995958172136696,0.7541386782070951
2022-07-19,0.9999882185856352,0.7564732981556206
2022-07-20,1.0016051195784004,0.7586163366961565
2022-07-21,0.9910005133526245,0.7504674437842229
2022-07-22,0.9961179472540143,0.7537495748823408
2022-07-25,0.9889362908740256,0.754086698755315
2022-07-26,0.9984871876998558,0.7628638004701913
2022-07-27,0.9960515566463477,0.7588643529375074
2022-07-28,0.9968402561833565,0.7561302337738716
2022-07-29,0.9819784722863132,0.7428843843330962
2022-08-01,0.9684519177880068,0.7319033538627415
2022-08-02,0.9434913407335688,0.7161654609909067
2022-08-03,0.9365170120100017,0.7041760291560171
2022-08-04,0.9436037658152657,0.7134120351737525
2022-08-05,0.9655761555847433,0.7284177603390842
2022-08-08,0.9684302415667052,0.7250821646619925
2022-08-09,0.9646262092475141,0.7202584715367948
2022-08-10,0.9659391046441539,0.7157006161792727
2022-08-11,1.0003630178810128,0.7415254929508439
2022-08-12,0.996069125535491,0.7401027410992616
2022-08-15,0.9879535267685691,0.7300514002521746
2022-08-16,0.9886172932071189,0.7322998828234646
2022-08-17,1.0008458391665014,0.7403581829765811
2022-08-18,0.9906648539546264,0.7309083186429502
2022-08-19,0.989846630079442,0.7320682029812444
2022-08-22,0.9873069282466695,0.7285915202207494
2022-08-23,0.9822682413744719,0.7209802433529421
2022-08-24,0.9664923186564018,0.7124348214802857
2022-08-25,0.9944470584572792,0.7319256307706474
2022-08-26,0.9871832603663058,0.7294410129755564
2022-08-29,0.9834927592474774,0.7234292180953839
2022-08-30,0.9816103097760783,0.7284534033917336
2022-08-31,1.1761593268613413,0.7491040970203894
2022-09-01,1.1615015441027938,0.7386057328879931
2022-09-02,1.1572293602106831,0.7353429084433938
2022-09-05,1.1577353240088755,0.7345854935745972
2022-09-06,1.1614464522597119,0.7295420016247292
2022-09-07,1.1544342628053417,0.7247569218065681
2022-09-08,1.1510725922103027,0.7228232862003467
2022-09-09,1.1826159665509048,0.7455858306984702
2022-09-13,1.1925164078770507,0.7575960543140718
2022-09-14,1.1770800443033538,0.7474556058353619
2022-09-15,1.185295966527844,0.7619935159346722
2022-09-16,1.1268663525920979,0.7317815734328568
2022-09-19,1.1281341737378712,0.7336394675521986
2022-09-20,1.1231520724168305,0.7263385822678783
2022-09-21,1.1224147061494643,0.7247584069337619
2022-09-22,1.1184798314561484,0.7209906392432981
2022-09-23,1.1188798885247198,0.7230757578232789
2022-09-26,1.1002113212999178,0.7126902633576053
2022-09-27,1.1019596017175093,0.7127541238269353
2022-09-28,1.084480397747296,0.7046111714237766
2022-09-29,1.0656916368575993,0.6930553967294529
2022-09-30,1.0711012440856476,0.6999835150881498
2022-10-10,1.0503860807337133,0.6741185398823483
2022-10-11,1.0494000673036779,0.6696809798275174
2022-10-12,1.0629208363662628,0.669525041472177
2022-10-13,1.0498018745181013,0.6542920918462063
2022-10-14,1.0764167047086577,0.675322978036454
2022-10-17,1.0807118450088966,0.6761264318482556
2022-10-18,1.07827813824259,0.6730596441932271
2022-10-19,1.0703099323148668,0.6648751082286444
2022-10-20,1.0685891007357116,0.6623533622537103
2022-10-21,1.068549309274063,0.6573039297950674
2022-10-24,1.035060947271851,0.6301973882553171
2022-10-25,1.026483418934561,0.6291087900223216
2022-10-26,1.0241281700594391,0.6256573544241197
2022-10-27,1.0273011874051738,0.6268098131264452
2022-10-28,1.0037005144659201,0.6111951858116889
2022-10-31,0.8643920003693083,0.6062719891645121
2022-11-01,0.8990454403233499,0.6344894058451636
2022-11-02,0.8995481101154602,0.6376883698204333
2022-11-03,0.8905051831410706,0.6301587749482804
2022-11-04,0.9166234951964258,0.6513931235640678
2022-11-07,0.9176288347806462,0.6527460744375453
2022-11-08,0.9181315045727562,0.652757955455095
2022-11-09,0.9166234951964258,0.6527193421480583
2022-11-10,0.9256664221708154,0.6554712828380187
2022-11-11,0.9522874040182806,0.6903895934167282
2022-11-14,0.964341220461738,0.7191000723256944
2022-11-15,0.9944757615703814,0.7296830887081325
2022-11-16,0.9758923671130852,0.7256301765964747
2022-11-17,0.9774003764894156,0.7118630475107042
2022-11-18,0.9618278715011873,0.7041686035200485
2022-11-21,0.946763165588662,0.6971528626569223
2022-11-22,0.9623305412932975,0.7093591230620948
2022-11-23,0.9653465600459583,0.7071789563417159
2022-11-24,0.9593196518242296,0.7054339318890968
2022-11-25,0.9718761380597971,0.7196881826944069
2022-11-28,0.9547956236952384,0.7006726141060351
2022-11-29,0.9914597428177205,0.7497813150207251
2022-11-30,0.9954811011546018,0.7522733584517847
2022-12-01,1.0030160187526607,0.7549866858347084
2022-12-02,0.9959837709467118,0.7448536629919671
2022-12-05,1.0462097158889816,0.7820932273744585
2022-12-06,1.0497232751501597,0.7797927653513885
2022-12-07,1.0341558994455242,0.7682503568018083
2022-12-08,1.0301345411086433,0.7688102497538403
2022-12-09,1.036664119122482,0.7879565095352592
2022-12-12,1.0165727152888555,0.769396874995359
2022-12-13,1.0195887340415164,0.774915607647217
2022-12-14,1.0316425504849736,0.7886263018996262
2022-12-15,1.018080724665186,0.7770022113543915
2022-12-16,1.0251129724711348,0.7891253046367157
2022-12-19,1.0025133489605504,0.7747507585287142
2022-12-20,0.9899568627249832,0.7607623454910797
2022-12-21,0.9914597428177205,0.7642494241419306
2022-12-22,0.9979893208315594,0.7734408763438545
2022-12-23,0.9939730917782712,0.7705523039520721
